TP size,EXP ID,Rank,device type,dtype,ffn hidden size,hidden size,max position embedding,micro batch size,num attention heads,num layers,num query groups,recompute granularity,sequence length,vocab size,Peak GPU memory,TFLOP/s/GPU,elapsed time per iteration
4,exp20251226_080736,1,v100,fp16,11008,4096,2048,2,4,2,4,null,2048,32000,3267,13.2906,255.941
4,exp20251226_080736,2,v100,fp16,11008,4096,2048,2,4,2,4,null,2048,32000,3267,13.2905,255.944
4,exp20251226_080736,3,v100,fp16,11008,4096,2048,2,4,2,4,null,2048,32000,3267,13.2897,255.96
2,exp20251226_080801,0,v100,fp16,11008,4096,8192,4,8,2,8,full-uniform-1,1024,32000,5019,23.7638,281.947
2,exp20251226_080801,1,v100,fp16,11008,4096,8192,4,8,2,8,full-uniform-1,1024,32000,5019,23.7717,281.853
2,exp20251226_080827,0,v100,fp16,11008,4096,8192,4,8,2,8,full-uniform-2,1024,32000,5023,23.6954,282.762
2,exp20251226_080827,1,v100,fp16,11008,4096,8192,4,8,2,8,full-uniform-2,1024,32000,5023,23.6975,282.736
2,exp20251226_080854,0,v100,fp16,11008,4096,8192,4,8,2,8,full-block-1,1024,32000,5019,26.2591,255.155
2,exp20251226_080854,1,v100,fp16,11008,4096,8192,4,8,2,8,full-block-1,1024,32000,5019,26.2548,255.197
2,exp20251226_080921,0,v100,fp16,11008,4096,8192,4,8,2,8,full-block-2,1024,32000,5019,23.6758,282.996
2,exp20251226_080921,1,v100,fp16,11008,4096,8192,4,8,2,8,full-block-2,1024,32000,5019,23.6695,283.071
2,exp20251226_080947,0,v100,fp16,11008,4096,8192,4,8,2,8,selective,1024,32000,5047,29.4279,227.68
2,exp20251226_080947,1,v100,fp16,11008,4096,8192,4,8,2,8,selective,1024,32000,5047,29.4251,227.702
2,exp20251226_081014,0,v100,fp16,11008,4096,8192,4,8,2,8,null,1024,32000,5007,29.1487,229.861
2,exp20251226_081014,1,v100,fp16,11008,4096,8192,4,8,2,8,null,1024,32000,5007,29.1144,230.132
4,exp20251226_081041,0,v100,fp16,11008,4096,2048,2,4,1,4,full-uniform-1,1024,32000,2457,8.16856,127.373
4,exp20251226_081041,1,v100,fp16,11008,4096,2048,2,4,1,4,full-uniform-1,1024,32000,2457,8.16853,127.374
4,exp20251226_081041,2,v100,fp16,11008,4096,2048,2,4,1,4,full-uniform-1,1024,32000,2457,8.16936,127.361
4,exp20251226_081041,3,v100,fp16,11008,4096,2048,2,4,1,4,full-uniform-1,1024,32000,2457,8.16187,127.478
4,exp20251226_081108,0,v100,fp16,11008,4096,2048,2,4,1,4,full-block-1,1024,32000,2457,8.03152,129.547
4,exp20251226_081108,1,v100,fp16,11008,4096,2048,2,4,1,4,full-block-1,1024,32000,2457,8.03724,129.454
4,exp20251226_081108,2,v100,fp16,11008,4096,2048,2,4,1,4,full-block-1,1024,32000,2457,8.03703,129.458
4,exp20251226_081108,3,v100,fp16,11008,4096,2048,2,4,1,4,full-block-1,1024,32000,2457,8.0361,129.473
4,exp20251226_081133,0,v100,fp16,11008,4096,2048,2,4,1,4,selective,1024,32000,2545,9.32365,111.593
4,exp20251226_081133,1,v100,fp16,11008,4096,2048,2,4,1,4,selective,1024,32000,2545,9.32325,111.598
4,exp20251226_081133,2,v100,fp16,11008,4096,2048,2,4,1,4,selective,1024,32000,2545,9.32446,111.583
4,exp20251226_081133,3,v100,fp16,11008,4096,2048,2,4,1,4,selective,1024,32000,2545,9.32205,111.612
4,exp20251226_081201,0,v100,fp16,11008,4096,2048,2,4,1,4,null,1024,32000,2545,8.88675,117.079
4,exp20251226_081201,1,v100,fp16,11008,4096,2048,2,4,1,4,null,1024,32000,2545,8.88789,117.064
4,exp20251226_081201,2,v100,fp16,11008,4096,2048,2,4,1,4,null,1024,32000,2545,8.88698,117.076
4,exp20251226_081201,3,v100,fp16,11008,4096,2048,2,4,1,4,null,1024,32000,2545,8.87839,117.19
1,exp20251226_081226,0,v100,fp16,11008,4096,8192,4,16,1,16,full-uniform-1,1024,32000,7429,39.8499,208.552
1,exp20251226_081248,0,v100,fp16,11008,4096,8192,4,16,1,16,full-block-1,1024,32000,7429,40.8669,203.362
1,exp20251226_081309,0,v100,fp16,11008,4096,8192,4,16,1,16,selective,1024,32000,7429,46.0746,180.376
1,exp20251226_081331,0,v100,fp16,11008,4096,8192,4,16,1,16,null,1024,32000,7429,46.2267,179.783
2,exp20251226_081353,0,v100,fp16,11008,4096,2048,2,16,2,16,full-uniform-1,1024,32000,5003,19.0228,176.108
2,exp20251226_081353,1,v100,fp16,11008,4096,2048,2,16,2,16,full-uniform-1,1024,32000,5003,19.0159,176.173
2,exp20251226_081420,0,v100,fp16,11008,4096,2048,2,16,2,16,full-uniform-2,1024,32000,5005,19.0698,175.674
2,exp20251226_081420,1,v100,fp16,11008,4096,2048,2,16,2,16,full-uniform-2,1024,32000,5005,19.0682,175.689
2,exp20251226_081446,0,v100,fp16,11008,4096,2048,2,16,2,16,full-block-1,1024,32000,5035,20.5607,162.936
2,exp20251226_081446,1,v100,fp16,11008,4096,2048,2,16,2,16,full-block-1,1024,32000,5035,20.5608,162.935
2,exp20251226_081513,0,v100,fp16,11008,4096,2048,2,16,2,16,full-block-2,1024,32000,5003,19.3643,173.003
2,exp20251226_081513,1,v100,fp16,11008,4096,2048,2,16,2,16,full-block-2,1024,32000,5003,19.3533,173.101
2,exp20251226_081539,0,v100,fp16,11008,4096,2048,2,16,2,16,selective,1024,32000,5123,22.8834,146.398
2,exp20251226_081539,1,v100,fp16,11008,4096,2048,2,16,2,16,selective,1024,32000,5123,22.8672,146.501
2,exp20251226_081601,0,v100,fp16,11008,4096,2048,2,16,2,16,null,1024,32000,5045,23.1563,144.672
2,exp20251226_081601,1,v100,fp16,11008,4096,2048,2,16,2,16,null,1024,32000,5045,23.1469,144.731
4,exp20251226_081624,0,v100,fp16,11008,4096,4096,2,4,1,4,full-uniform-1,1024,32000,2457,8.04671,129.302
4,exp20251226_081624,1,v100,fp16,11008,4096,4096,2,4,1,4,full-uniform-1,1024,32000,2457,8.04668,129.303
4,exp20251226_081624,2,v100,fp16,11008,4096,4096,2,4,1,4,full-uniform-1,1024,32000,2457,8.04429,129.341
4,exp20251226_081624,3,v100,fp16,11008,4096,4096,2,4,1,4,full-uniform-1,1024,32000,2457,8.04082,129.397
4,exp20251226_081651,0,v100,fp16,11008,4096,4096,2,4,1,4,full-block-1,1024,32000,2457,8.10621,128.353
4,exp20251226_081651,1,v100,fp16,11008,4096,4096,2,4,1,4,full-block-1,1024,32000,2457,8.1057,128.361
4,exp20251226_081651,2,v100,fp16,11008,4096,4096,2,4,1,4,full-block-1,1024,32000,2457,8.10525,128.368
4,exp20251226_081651,3,v100,fp16,11008,4096,4096,2,4,1,4,full-block-1,1024,32000,2457,8.1076,128.331
4,exp20251226_081717,0,v100,fp16,11008,4096,4096,2,4,1,4,selective,1024,32000,2545,8.6262,120.616
4,exp20251226_081717,1,v100,fp16,11008,4096,4096,2,4,1,4,selective,1024,32000,2545,8.62515,120.631
4,exp20251226_081717,2,v100,fp16,11008,4096,4096,2,4,1,4,selective,1024,32000,2545,8.62522,120.63
4,exp20251226_081717,3,v100,fp16,11008,4096,4096,2,4,1,4,selective,1024,32000,2545,8.6209,120.69
4,exp20251226_081744,0,v100,fp16,11008,4096,4096,2,4,1,4,null,1024,32000,2545,9.30246,111.847
4,exp20251226_081744,1,v100,fp16,11008,4096,4096,2,4,1,4,null,1024,32000,2545,9.30454,111.822
4,exp20251226_081744,2,v100,fp16,11008,4096,4096,2,4,1,4,null,1024,32000,2545,9.30155,111.858
4,exp20251226_081744,3,v100,fp16,11008,4096,4096,2,4,1,4,null,1024,32000,2545,9.29947,111.883
2,exp20251226_081813,0,v100,fp16,11008,4096,8192,4,8,2,8,full-uniform-1,2048,32000,5551,26.6124,511.282
2,exp20251226_081813,1,v100,fp16,11008,4096,8192,4,8,2,8,full-uniform-1,2048,32000,5551,26.6066,511.395
2,exp20251226_081839,0,v100,fp16,11008,4096,8192,4,8,2,8,full-uniform-2,2048,32000,5767,26.9981,503.978
2,exp20251226_081839,1,v100,fp16,11008,4096,8192,4,8,2,8,full-uniform-2,2048,32000,5767,26.9988,503.966
2,exp20251226_081906,0,v100,fp16,11008,4096,8192,4,8,2,8,full-block-1,2048,32000,5551,30.4408,446.981
2,exp20251226_081906,1,v100,fp16,11008,4096,8192,4,8,2,8,full-block-1,2048,32000,5551,30.4396,446.998
2,exp20251226_081932,0,v100,fp16,11008,4096,8192,4,8,2,8,full-block-2,2048,32000,5551,26.9934,504.066
2,exp20251226_081932,1,v100,fp16,11008,4096,8192,4,8,2,8,full-block-2,2048,32000,5551,26.9875,504.176
2,exp20251226_081959,0,v100,fp16,11008,4096,8192,4,8,2,8,selective,2048,32000,6017,33.2868,408.765
2,exp20251226_081959,1,v100,fp16,11008,4096,8192,4,8,2,8,selective,2048,32000,6017,33.2834,408.806
2,exp20251226_082025,0,v100,fp16,11008,4096,8192,4,8,2,8,null,2048,32000,6119,34.396,395.583
2,exp20251226_082025,1,v100,fp16,11008,4096,8192,4,8,2,8,null,2048,32000,6119,34.4007,395.528
2,exp20251226_082053,0,v100,fp16,11008,4096,4096,4,32,2,32,full-uniform-1,2048,32000,6587,26.3422,516.527
2,exp20251226_082053,1,v100,fp16,11008,4096,4096,4,32,2,32,full-uniform-1,2048,32000,6587,26.3415,516.541
2,exp20251226_082120,0,v100,fp16,11008,4096,4096,4,32,2,32,full-uniform-2,2048,32000,7101,26.2121,519.091
2,exp20251226_082120,1,v100,fp16,11008,4096,4096,4,32,2,32,full-uniform-2,2048,32000,7101,26.2002,519.327
2,exp20251226_082146,0,v100,fp16,11008,4096,4096,4,32,2,32,full-block-1,2048,32000,6617,29.7159,457.884
2,exp20251226_082146,1,v100,fp16,11008,4096,4096,4,32,2,32,full-block-1,2048,32000,6617,29.7136,457.92
2,exp20251226_082212,0,v100,fp16,11008,4096,4096,4,32,2,32,full-block-2,2048,32000,6587,26.2885,517.581
2,exp20251226_082212,1,v100,fp16,11008,4096,4096,4,32,2,32,full-block-2,2048,32000,6587,26.2832,517.686
2,exp20251226_082238,0,v100,fp16,11008,4096,4096,4,32,2,32,selective,2048,32000,6603,33.1253,410.757
2,exp20251226_082238,1,v100,fp16,11008,4096,4096,4,32,2,32,selective,2048,32000,6603,33.1235,410.78
2,exp20251226_082305,0,v100,fp16,11008,4096,4096,4,32,2,32,null,2048,32000,7107,33.858,401.869
2,exp20251226_082305,1,v100,fp16,11008,4096,4096,4,32,2,32,null,2048,32000,7107,33.8532,401.925
4,exp20251226_082332,0,v100,fp16,11008,4096,2048,4,8,2,8,full-uniform-1,1024,32000,3133,10.2962,325.37
4,exp20251226_082332,1,v100,fp16,11008,4096,2048,4,8,2,8,full-uniform-1,1024,32000,3133,10.2963,325.366
4,exp20251226_082332,2,v100,fp16,11008,4096,2048,4,8,2,8,full-uniform-1,1024,32000,3133,10.2967,325.354
4,exp20251226_082332,3,v100,fp16,11008,4096,2048,4,8,2,8,full-uniform-1,1024,32000,3133,10.2948,325.414
4,exp20251226_082358,0,v100,fp16,11008,4096,2048,4,8,2,8,full-uniform-2,1024,32000,3233,10.2503,326.828
4,exp20251226_082358,1,v100,fp16,11008,4096,2048,4,8,2,8,full-uniform-2,1024,32000,3233,10.2504,326.824
4,exp20251226_082358,2,v100,fp16,11008,4096,2048,4,8,2,8,full-uniform-2,1024,32000,3233,10.2504,326.825
4,exp20251226_082358,3,v100,fp16,11008,4096,2048,4,8,2,8,full-uniform-2,1024,32000,3233,10.2485,326.886
4,exp20251226_082425,0,v100,fp16,11008,4096,2048,4,8,2,8,full-block-1,1024,32000,3153,11.5441,290.197
4,exp20251226_082425,1,v100,fp16,11008,4096,2048,4,8,2,8,full-block-1,1024,32000,3153,11.542,290.25
4,exp20251226_082425,2,v100,fp16,11008,4096,2048,4,8,2,8,full-block-1,1024,32000,3153,11.5432,290.22
4,exp20251226_082425,3,v100,fp16,11008,4096,2048,4,8,2,8,full-block-1,1024,32000,3153,11.5445,290.187
4,exp20251226_082451,0,v100,fp16,11008,4096,2048,4,8,2,8,full-block-2,1024,32000,3133,10.3638,323.249
4,exp20251226_082451,1,v100,fp16,11008,4096,2048,4,8,2,8,full-block-2,1024,32000,3133,10.3638,323.249
4,exp20251226_082451,2,v100,fp16,11008,4096,2048,4,8,2,8,full-block-2,1024,32000,3133,10.364,323.243
4,exp20251226_082451,3,v100,fp16,11008,4096,2048,4,8,2,8,full-block-2,1024,32000,3133,10.3628,323.278
4,exp20251226_082517,0,v100,fp16,11008,4096,2048,4,8,2,8,selective,1024,32000,3285,12.8324,261.064
4,exp20251226_082517,1,v100,fp16,11008,4096,2048,4,8,2,8,selective,1024,32000,3285,12.8331,261.05
4,exp20251226_082517,2,v100,fp16,11008,4096,2048,4,8,2,8,selective,1024,32000,3285,12.8325,261.061
4,exp20251226_082517,3,v100,fp16,11008,4096,2048,4,8,2,8,selective,1024,32000,3285,12.8294,261.124
4,exp20251226_082544,0,v100,fp16,11008,4096,2048,4,8,2,8,null,1024,32000,3175,13.197,253.852
4,exp20251226_082544,1,v100,fp16,11008,4096,2048,4,8,2,8,null,1024,32000,3175,13.197,253.851
4,exp20251226_082544,2,v100,fp16,11008,4096,2048,4,8,2,8,null,1024,32000,3175,13.1968,253.855
4,exp20251226_082544,3,v100,fp16,11008,4096,2048,4,8,2,8,null,1024,32000,3175,13.2008,253.778
2,exp20251226_082609,0,v100,fp16,11008,4096,4096,4,32,1,32,full-uniform-1,1024,32000,3815,22.7735,182.749
2,exp20251226_082609,1,v100,fp16,11008,4096,4096,4,32,1,32,full-uniform-1,1024,32000,3815,22.7664,182.806
2,exp20251226_082636,0,v100,fp16,11008,4096,4096,4,32,1,32,full-block-1,1024,32000,3815,21.8259,190.683
2,exp20251226_082636,1,v100,fp16,11008,4096,4096,4,32,1,32,full-block-1,1024,32000,3815,21.8276,190.668
2,exp20251226_082657,0,v100,fp16,11008,4096,4096,4,32,1,32,selective,1024,32000,3841,26.4255,157.493
2,exp20251226_082657,1,v100,fp16,11008,4096,4096,4,32,1,32,selective,1024,32000,3841,26.426,157.49
2,exp20251226_082723,0,v100,fp16,11008,4096,4096,4,32,1,32,null,1024,32000,3839,26.0894,159.522
2,exp20251226_082723,1,v100,fp16,11008,4096,4096,4,32,1,32,null,1024,32000,3839,26.0917,159.508
1,exp20251226_082746,0,v100,fp16,11008,4096,8192,4,16,1,16,full-uniform-1,2048,32000,9467,46.0225,365.64
1,exp20251226_082813,0,v100,fp16,11008,4096,8192,4,16,1,16,full-block-1,2048,32000,9467,46.007,365.763
1,exp20251226_082840,0,v100,fp16,11008,4096,8192,4,16,1,16,selective,2048,32000,9489,52.8832,318.205
1,exp20251226_082906,0,v100,fp16,11008,4096,8192,4,16,1,16,null,2048,32000,9489,53.6562,313.621
1,exp20251226_082932,0,v100,fp16,11008,4096,4096,2,32,2,32,full-uniform-1,1024,32000,9857,32.3471,206.934
1,exp20251226_082954,0,v100,fp16,11008,4096,4096,2,32,2,32,full-uniform-2,1024,32000,9857,33.2008,201.613
1,exp20251226_083020,0,v100,fp16,11008,4096,4096,2,32,2,32,full-block-1,1024,32000,9857,32.9756,202.99
1,exp20251226_083042,0,v100,fp16,11008,4096,4096,2,32,2,32,full-block-2,1024,32000,9857,33.6474,198.937
1,exp20251226_083103,0,v100,fp16,11008,4096,4096,2,32,2,32,selective,1024,32000,9889,37.1241,180.306
1,exp20251226_083125,0,v100,fp16,11008,4096,4096,2,32,2,32,null,1024,32000,9857,38.4984,173.87
2,exp20251226_083148,0,v100,fp16,11008,4096,2048,2,16,2,16,full-uniform-1,2048,32000,5019,23.7477,286.479
2,exp20251226_083148,1,v100,fp16,11008,4096,2048,2,16,2,16,full-uniform-1,2048,32000,5019,23.7363,286.617
2,exp20251226_083215,0,v100,fp16,11008,4096,2048,2,16,2,16,full-uniform-2,2048,32000,5023,23.7878,285.997
2,exp20251226_083215,1,v100,fp16,11008,4096,2048,2,16,2,16,full-uniform-2,2048,32000,5023,23.7807,286.082
2,exp20251226_083241,0,v100,fp16,11008,4096,2048,2,16,2,16,full-block-1,2048,32000,5035,26.4087,257.613
2,exp20251226_083241,1,v100,fp16,11008,4096,2048,2,16,2,16,full-block-1,2048,32000,5035,26.4031,257.668
2,exp20251226_083308,0,v100,fp16,11008,4096,2048,2,16,2,16,full-block-2,2048,32000,5019,23.2966,292.026
2,exp20251226_083308,1,v100,fp16,11008,4096,2048,2,16,2,16,full-block-2,2048,32000,5019,23.2968,292.024
2,exp20251226_083334,0,v100,fp16,11008,4096,2048,2,16,2,16,selective,2048,32000,5049,29.2044,232.952
2,exp20251226_083334,1,v100,fp16,11008,4096,2048,2,16,2,16,selective,2048,32000,5049,29.1981,233.002
2,exp20251226_083400,0,v100,fp16,11008,4096,2048,2,16,2,16,null,2048,32000,5081,29.4455,231.045
2,exp20251226_083400,1,v100,fp16,11008,4096,2048,2,16,2,16,null,2048,32000,5081,29.4401,231.087
1,exp20251226_083426,0,v100,fp16,11008,4096,2048,2,4,1,4,full-uniform-1,1024,32000,7457,29.8494,139.211
1,exp20251226_083448,0,v100,fp16,11008,4096,2048,2,4,1,4,full-block-1,1024,32000,7457,29.9271,138.85
1,exp20251226_083509,0,v100,fp16,11008,4096,2048,2,4,1,4,selective,1024,32000,7645,33.5269,123.942
1,exp20251226_083531,0,v100,fp16,11008,4096,2048,2,4,1,4,null,1024,32000,7645,33.5387,123.898
1,exp20251226_083555,0,v100,fp16,11008,4096,8192,4,2,1,2,full-uniform-1,2048,32000,8461,46.8086,359.499
1,exp20251226_083621,0,v100,fp16,11008,4096,8192,4,2,1,2,full-block-1,2048,32000,8461,45.6529,368.6
1,exp20251226_083647,0,v100,fp16,11008,4096,8192,4,2,1,2,selective,2048,32000,8963,52.5395,320.286
1,exp20251226_083714,0,v100,fp16,11008,4096,8192,4,2,1,2,null,2048,32000,8963,54.5422,308.526
2,exp20251226_083740,0,v100,fp16,11008,4096,2048,2,4,2,4,full-uniform-1,1024,32000,4983,18.77,178.48
2,exp20251226_083740,1,v100,fp16,11008,4096,2048,2,4,2,4,full-uniform-1,1024,32000,4983,18.7617,178.559
2,exp20251226_083807,0,v100,fp16,11008,4096,2048,2,4,2,4,full-uniform-2,1024,32000,4983,19.2169,174.329
2,exp20251226_083807,1,v100,fp16,11008,4096,2048,2,4,2,4,full-uniform-2,1024,32000,4983,19.2028,174.458
2,exp20251226_083833,0,v100,fp16,11008,4096,2048,2,4,2,4,full-block-1,1024,32000,5007,20.8178,160.923
2,exp20251226_083833,1,v100,fp16,11008,4096,2048,2,4,2,4,full-block-1,1024,32000,5007,20.818,160.922
2,exp20251226_083854,0,v100,fp16,11008,4096,2048,2,4,2,4,full-block-2,1024,32000,4983,19.3245,173.359
2,exp20251226_083854,1,v100,fp16,11008,4096,2048,2,4,2,4,full-block-2,1024,32000,4983,19.3279,173.328
2,exp20251226_083916,0,v100,fp16,11008,4096,2048,2,4,2,4,selective,1024,32000,5023,23.0483,145.35
2,exp20251226_083916,1,v100,fp16,11008,4096,2048,2,4,2,4,selective,1024,32000,5023,23.0491,145.345
2,exp20251226_083937,0,v100,fp16,11008,4096,2048,2,4,2,4,null,1024,32000,5037,23.5882,142.024
2,exp20251226_083937,1,v100,fp16,11008,4096,2048,2,4,2,4,null,1024,32000,5037,23.5778,142.086
4,exp20251226_084001,0,v100,fp16,11008,4096,4096,2,4,1,4,full-uniform-1,2048,32000,2585,10.0248,210.146
4,exp20251226_084001,1,v100,fp16,11008,4096,4096,2,4,1,4,full-uniform-1,2048,32000,2585,10.0247,210.15
4,exp20251226_084001,2,v100,fp16,11008,4096,4096,2,4,1,4,full-uniform-1,2048,32000,2585,10.0255,210.132
4,exp20251226_084001,3,v100,fp16,11008,4096,4096,2,4,1,4,full-uniform-1,2048,32000,2585,10.0239,210.165
4,exp20251226_084028,0,v100,fp16,11008,4096,4096,2,4,1,4,full-block-1,2048,32000,2585,10.2111,206.313
4,exp20251226_084028,1,v100,fp16,11008,4096,4096,2,4,1,4,full-block-1,2048,32000,2585,10.2112,206.312
4,exp20251226_084028,2,v100,fp16,11008,4096,4096,2,4,1,4,full-block-1,2048,32000,2585,10.2111,206.313
4,exp20251226_084028,3,v100,fp16,11008,4096,4096,2,4,1,4,full-block-1,2048,32000,2585,10.2122,206.291
4,exp20251226_084054,0,v100,fp16,11008,4096,4096,2,4,1,4,selective,2048,32000,2579,12.4053,169.821
4,exp20251226_084054,1,v100,fp16,11008,4096,4096,2,4,1,4,selective,2048,32000,2579,12.4036,169.844
4,exp20251226_084054,2,v100,fp16,11008,4096,4096,2,4,1,4,selective,2048,32000,2579,12.4041,169.837
4,exp20251226_084054,3,v100,fp16,11008,4096,4096,2,4,1,4,selective,2048,32000,2579,12.4006,169.885
4,exp20251226_084120,0,v100,fp16,11008,4096,4096,2,4,1,4,null,2048,32000,2617,12.4851,168.736
4,exp20251226_084120,1,v100,fp16,11008,4096,4096,2,4,1,4,null,2048,32000,2617,12.484,168.75
4,exp20251226_084120,2,v100,fp16,11008,4096,4096,2,4,1,4,null,2048,32000,2617,12.484,168.751
4,exp20251226_084120,3,v100,fp16,11008,4096,4096,2,4,1,4,null,2048,32000,2617,12.477,168.845
2,exp20251226_084148,0,v100,fp16,11008,4096,4096,4,32,1,32,full-uniform-1,2048,32000,5385,26.1276,322.522
2,exp20251226_084148,1,v100,fp16,11008,4096,4096,4,32,1,32,full-uniform-1,2048,32000,5385,26.1271,322.528
2,exp20251226_084214,0,v100,fp16,11008,4096,4096,4,32,1,32,full-block-1,2048,32000,5385,26.1863,321.8
2,exp20251226_084214,1,v100,fp16,11008,4096,4096,4,32,1,32,full-block-1,2048,32000,5385,26.1756,321.93
2,exp20251226_084240,0,v100,fp16,11008,4096,4096,4,32,1,32,selective,2048,32000,4999,31.6296,266.419
2,exp20251226_084240,1,v100,fp16,11008,4096,4096,4,32,1,32,selective,2048,32000,4999,31.6362,266.363
2,exp20251226_084306,0,v100,fp16,11008,4096,4096,4,32,1,32,null,2048,32000,5415,32.1159,262.385
2,exp20251226_084306,1,v100,fp16,11008,4096,4096,4,32,1,32,null,2048,32000,5415,32.0986,262.526
2,exp20251226_084334,0,v100,fp16,11008,4096,4096,4,16,2,16,full-uniform-1,1024,32000,5019,23.3458,286.996
2,exp20251226_084334,1,v100,fp16,11008,4096,4096,4,16,2,16,full-uniform-1,1024,32000,5019,23.3428,287.032
2,exp20251226_084401,0,v100,fp16,11008,4096,4096,4,16,2,16,full-uniform-2,1024,32000,5021,23.6806,282.938
2,exp20251226_084401,1,v100,fp16,11008,4096,4096,4,16,2,16,full-uniform-2,1024,32000,5021,23.6742,283.015
2,exp20251226_084427,0,v100,fp16,11008,4096,4096,4,16,2,16,full-block-1,1024,32000,5033,26.4401,253.408
2,exp20251226_084427,1,v100,fp16,11008,4096,4096,4,16,2,16,full-block-1,1024,32000,5033,26.4334,253.473
2,exp20251226_084453,0,v100,fp16,11008,4096,4096,4,16,2,16,full-block-2,1024,32000,5019,23.5804,284.14
2,exp20251226_084453,1,v100,fp16,11008,4096,4096,4,16,2,16,full-block-2,1024,32000,5019,23.5809,284.135
2,exp20251226_084520,0,v100,fp16,11008,4096,4096,4,16,2,16,selective,1024,32000,5037,29.5752,226.546
2,exp20251226_084520,1,v100,fp16,11008,4096,4096,4,16,2,16,selective,1024,32000,5037,29.5734,226.56
2,exp20251226_084546,0,v100,fp16,11008,4096,4096,4,16,2,16,null,1024,32000,5005,28.512,234.994
2,exp20251226_084546,1,v100,fp16,11008,4096,4096,4,16,2,16,null,1024,32000,5005,28.5006,235.088
1,exp20251226_084612,0,v100,fp16,11008,4096,2048,2,4,1,4,full-uniform-1,2048,32000,7425,37.7931,222.629
1,exp20251226_084634,0,v100,fp16,11008,4096,2048,2,4,1,4,full-block-1,2048,32000,7425,38.9194,216.186
1,exp20251226_084655,0,v100,fp16,11008,4096,2048,2,4,1,4,selective,2048,32000,7425,44.7192,188.148
1,exp20251226_084717,0,v100,fp16,11008,4096,2048,2,4,1,4,null,2048,32000,7457,45.5649,184.656
2,exp20251226_084740,0,v100,fp16,11008,4096,4096,2,8,2,8,full-uniform-1,2048,32000,5015,23.8702,285.009
2,exp20251226_084740,1,v100,fp16,11008,4096,4096,2,8,2,8,full-uniform-1,2048,32000,5015,23.878,284.916
2,exp20251226_084806,0,v100,fp16,11008,4096,4096,2,8,2,8,full-uniform-2,2048,32000,5015,23.836,285.418
2,exp20251226_084806,1,v100,fp16,11008,4096,4096,2,8,2,8,full-uniform-2,2048,32000,5015,23.8351,285.429
2,exp20251226_084833,0,v100,fp16,11008,4096,4096,2,8,2,8,full-block-1,2048,32000,5029,26.3418,258.267
2,exp20251226_084833,1,v100,fp16,11008,4096,4096,2,8,2,8,full-block-1,2048,32000,5029,26.3413,258.272
2,exp20251226_084900,0,v100,fp16,11008,4096,4096,2,8,2,8,full-block-2,2048,32000,5015,23.8369,285.408
2,exp20251226_084900,1,v100,fp16,11008,4096,4096,2,8,2,8,full-block-2,2048,32000,5015,23.8337,285.446
2,exp20251226_084926,0,v100,fp16,11008,4096,4096,2,8,2,8,selective,2048,32000,5031,29.4169,231.269
2,exp20251226_084926,1,v100,fp16,11008,4096,4096,2,8,2,8,selective,2048,32000,5031,29.3999,231.403
2,exp20251226_084953,0,v100,fp16,11008,4096,4096,2,8,2,8,null,2048,32000,4999,29.4928,230.674
2,exp20251226_084953,1,v100,fp16,11008,4096,4096,2,8,2,8,null,2048,32000,4999,29.4928,230.674
1,exp20251226_085022,0,v100,fp16,11008,4096,2048,4,2,2,2,full-uniform-1,2048,32000,10827,48.0708,565.564
1,exp20251226_085048,0,v100,fp16,11008,4096,2048,4,2,2,2,full-uniform-2,2048,32000,10827,47.8357,568.344
1,exp20251226_085115,0,v100,fp16,11008,4096,2048,4,2,2,2,full-block-1,2048,32000,10859,51.6403,526.472
1,exp20251226_085142,0,v100,fp16,11008,4096,2048,4,2,2,2,full-block-2,2048,32000,10827,47.3222,574.511
1,exp20251226_085208,0,v100,fp16,11008,4096,2048,4,2,2,2,selective,2048,32000,11533,57.5588,472.337
1,exp20251226_085234,0,v100,fp16,11008,4096,2048,4,2,2,2,null,2048,32000,11349,58.3582,465.867
2,exp20251226_085258,0,v100,fp16,11008,4096,4096,2,8,1,8,full-uniform-1,1024,32000,3801,17.2329,120.753
2,exp20251226_085258,1,v100,fp16,11008,4096,4096,2,8,1,8,full-uniform-1,1024,32000,3801,17.218,120.857
2,exp20251226_085320,0,v100,fp16,11008,4096,4096,2,8,1,8,full-block-1,1024,32000,3801,15.5742,133.613
2,exp20251226_085320,1,v100,fp16,11008,4096,4096,2,8,1,8,full-block-1,1024,32000,3801,15.5544,133.783
2,exp20251226_085341,0,v100,fp16,11008,4096,4096,2,8,1,8,selective,1024,32000,3879,19.3195,107.71
2,exp20251226_085341,1,v100,fp16,11008,4096,4096,2,8,1,8,selective,1024,32000,3879,19.3025,107.805
2,exp20251226_085403,0,v100,fp16,11008,4096,4096,2,8,1,8,null,1024,32000,3879,19.1983,108.391
2,exp20251226_085403,1,v100,fp16,11008,4096,4096,2,8,1,8,null,1024,32000,3879,19.1932,108.419
2,exp20251226_085427,0,v100,fp16,11008,4096,2048,4,32,1,32,full-uniform-1,2048,32000,5385,26.2189,321.399
2,exp20251226_085427,1,v100,fp16,11008,4096,2048,4,32,1,32,full-uniform-1,2048,32000,5385,26.2213,321.37
2,exp20251226_085453,0,v100,fp16,11008,4096,2048,4,32,1,32,full-block-1,2048,32000,5385,26.3442,319.87
2,exp20251226_085453,1,v100,fp16,11008,4096,2048,4,32,1,32,full-block-1,2048,32000,5385,26.3403,319.918
